business name,address,longitude,latitude,state,city,zip_code,ranking,rating,web_url,reviews_count,license type,type,intro_body,retailer_services
Hot Box 20 Cap Collective,6600 Holmes Ave,-118.240861,33.979507,CA,Los Angeles,90001,4.888023261521302,4.90739074550128,https://weedmaps.com/dispensaries/vee-account,3112,medical,dispensary,"<p>PALMA SUNDAY!!!!!!!!!!!!</p> <p>20% OFF ON ALL PALMA PRODUCTS!!!!!!!!</p> <p> </p> <p> </p> <p> </p> <p>20% OFF ALL EDIBLES, PREROLLS,WAX, CARTRIDGES, STIIIZY, & PALMAS, FROM 4:20-5:20PM EVERYDAY!!!!</p> <p> </p> <p>FOLLOW US ON SNAPCHAT & INSTAGRAM!!! SHOW YOUR BUDTENDER AND RECEIVE A FREE PRE-ROLL!!!</p> <p> </p> <p>SC: @hotboxofficial || IG: @hotboxofficial._</p> <p> </p> <p> </p> <p> 21+ VALID ID ONLY 18-20 VALID REC & VALID ID ***OUT OF STATE ID & PASSPORTS ACCEPTED!*<u></u></p>",storefront
Green Gears 20 Cap,10837 S. Vermont Avenue Unit C,-118.292335,33.937498,California,Los Angeles,90044,4.62134902749651,4.67322834645669,https://weedmaps.com/dispensaries/green-gears-20-cap,508,medical,dispensary,"<p>UNDER NEW MANAGEMENT!! Whether it is recreational or medicinal, we carry the freshest and the most potent meds to get you geared up for the week. Go green!</p> <p>Free Parking inside lot! (First 5 spaces closest to the shop)</p> <p> </p> <p> </p>",storefront
Green Monkey,,-118.265286,33.974724,California,Los Angeles,90003,3.83690393188907,4.10144927536232,https://weedmaps.com/deliveries/green-monkey,138,medical,delivery,"<p>Order by text message or call. Include your first and last name, address and a picture of your ID</p>",delivery
MedMart 30 CAP,5908 S Broadway,-118.27809,33.98662,California,Los Angeles,90003,4.942800690975164,4.95638781939097,https://weedmaps.com/dispensaries/gasbankla,2857,medical,dispensary,<p>WE ARE COMPLIANT WITH PROP 64 !!! 21+ VALID CALIFORNIA ID/DL REQUIRED 18 - 20 NEED VALID ID/DL & MEDICAL RECOMMENDATION! REFER A FRIEND AND RECEIVE A FREE FULL GRAM OF NUG SALAD! -</p>,storefront
Scooters,11318 S. Vermont Ave,-118.29136,33.93178,California,Los Angeles,90044,4.9265877122224,4.94169960474308,https://weedmaps.com/dispensaries/skooters,3036,medical,dispensary,"<p><strong>$15 1/8th EVERYDAY  ! 💪🏿💯 </strong></p> <p><strong>$5/g EVERY DAY 💨 </strong></p> <p><strong>—————————————————</strong></p> <p><strong>[RECREATIONAL AND MEDICAL]</strong></p> <p>At Scooters & Hooters we provide prize winning, potent products and unbeatable friendly service! We have a very educated team of volunteers here to assist you with any questions you may have about your cannabis. Come check us out and we'll hook you up your first visit!</p> <p>🔥<strong> FIRST TIME DEAL 🔥</strong></p> <p><strong>FREE 1.5G WHEN YOU GET ANY 1/8TH!</strong></p> <p>OR</p> <p><strong>20% OFF VAPES, EDIBLES OR GRAM OF WAX! </strong></p> <p><strong>—————————————————</strong></p> <p>🙏🏿 <strong>REFFERAL DEAL 🙏🏿</strong></p> <p><strong>FREE GRAM IF YOU GET A GRAM</strong></p> <p>OR</p> <p><strong> FREE TOPSHELF JOINT! (no purchase required)</strong></p> <p><strong>—————————————————</strong></p> <p><strong> 21+ MUST HAVE ORIGINAL IDENTIFYING DOCUMENTATION</strong> (MEANING only a current valid state ID/DL or proper DMV INTERIM FORM. NO pictures on cell phone of the ID)</p> <p><strong>IF YOU ARE 18 MUST have a valid ID/DL and REC or INTERIM FORM from DMV.</strong> (NO pictures on cell phone of the ID) Thank you!~</p> <p> </p> <p>Last Call First Time: 11:45PM</p> <p>Last Call Return: 12:00AM</p> <p> </p> <p>🐾 We are Pet Friendly 🐾</p> <p> </p> <p>WE WILL PRICE MATCH SHOPS WITHIN 1 MILE! 💯</p> <p> </p> <p>HAPPY HOUR:</p> <p>**(4G 1/8TH OR 10% OFF WAX)**</p> <p>8:00AM-10:00AM</p> <p>7:00PM-8:00PM</p> <p> </p> <p><strong>**Accepting Applications**! </strong></p> <p>PLEASE SUBMIT YOUR RESUME AND YOUR AVAILIBILITY TO: SHCOLLECTIVELA420@GMAIL.COM</p>",storefront
OG Top Shop,8836 South Vermont,-118.29137,33.95718,California,Los Angeles,90044,4.916374580195147,4.92902719665272,https://weedmaps.com/dispensaries/vermont-gas,3824,medical,dispensary,"<p>5 GRAMS FOR $20 EVERY DAY! </p> <p>--- BOGO OZ DEAL!!!! ASK YOUR MEDTENDER FOR MORE DETAILS :) ---</p> <p>_________________________________________</p> <p>❗️ FIRST TIME PATIENTS: ❗️</p> <p>- 5 GRAM EIGHTH</p> <p>OR</p> <p>- 20% OFF NON FLOWER ITEM</p> <p>_________________________________________</p> <p>❗️ REFERRAL DEAL : ❗️</p> <p>- BUY A GRAM, GET A GRAM FOR FREE</p> <p>OR</p> <p>- 20% OFF ANY NON FLOWER ITEM</p> <p> </p> <p>OG TOP SHOP LA is here to provide you w/ the best possible customer service along w/ award winning lab tested products. We have a very knowledgeable team of volunteers ready to help you with any needs or questions you may have. COME IN TODAY AND MAKE OG TOPSHOP YOUR LAST STOP!</p> <p> </p> <p> </p> <p><strong>*DAILY DEALS!*</strong></p> <p class=""MsoNormal"">MONDAY: 10% OFF EDIBLES </p> <p class=""MsoNormal"">☘️ TUESDAY: TEN GRAM TUESDAY ☘️</p> <p class=""MsoNormal"">WEDNESDAY: CHOOSE ANY DEAL! (excludes sundays) </p> <p class=""MsoNormal"">THURSDAY: 10% OFF VAPE PRODUCTS </p> <p class=""MsoNormal"">⚡️ FRIDAY: HAPPY HOUR ALL DAY! (.5 ON A 8TH OR MORE) ⚡️</p> <p class=""MsoNormal"">SATURDAY: 10% OFF ALL WAX </p> <p class=""MsoNormal"">🧨 SUNDAY: BUY 1/8TH GET 1G FREE  🧨  </p> <p class=""MsoNormal"">(DEALS MAY NOT BE COMBINED) </p> <p class=""MsoNormal"">10 FREE JOINTS W/A DONATION OF 30 OR MORE.</p> <p> </p> <p>********DAILY DEALS ARE SUBJECT TO CHANGE********</p> <p> </p> <p><strong>*HAPPY HOURS!*</strong></p> <p>4 GRAM EIGHTHS DURING:</p> <p>8:00AM-10:00AM</p> <p>2:00PM-4:20PM</p> <p> </p> <p> </p> <p><strong>FIRST TIME VISTING</strong></p> <p>21+ MUST HAVE ORIGINAL IDENTIFYING DOCUMENTATION.</p> <p>First time patient cut off time is 11:30 pm. </p> <p><strong>RETURNING PATIENTS </strong></p> <p>PLEASE BRING proper current Valid state ID or PASSPORT</p> <p>Returning patient cut off time is 11:59 pm.</p> <p>-----------------</p> <p>WEBSITE: www.ogtopshop.com</p> <p>**<strong>NOW HIRING, ENTHUSIASTIC AND ETHICAL BUDTENDERS/RECEPTIONIST</strong>** Please send your resume and two current pictures of yourself to OGTOPSHOPLA@GMAIL.COM for consideration. </p> <p> </p> <p> </p>",storefront
OMG Avalon 20 Cap Collective,8018 Avalon Blvd,-118.264877,33.965903,CA,Los Angeles,90003,4.883847440830032,4.90601357904947,https://weedmaps.com/dispensaries/535-collective,2062,medical,dispensary,,storefront
Rose Garden Collective,8225 South Broadway,-118.278606,33.964668,California,Los Angeles,90003,4.868241029151192,4.8942014242116,https://weedmaps.com/dispensaries/rose-garden-collective,983,medical,dispensary,"<p>The variety you're looking for is at Rose Garden Collective! We want to show you all our elite strains, waxes, crumble, carts and CBD products, along with all the other goodies we carry. Come in and check out our friendly atmosphere and deals!</p>",storefront
Loud 20 Cap,157-159 East Florence,-118.272003,33.974956,CA,Los Angeles,90003,4.86119356922943,4.87807103290974,https://weedmaps.com/dispensaries/loud-30-cap-collective,3069,medical,dispensary,"<p><em><u><strong>WE""RE HIRING !! EMAIL RESUME & PICTURE TO  hotpot25cap@gmail.com</strong></u></em></p> <p><em><u><strong>ATTENTION TO ALL OUR LOVING PATIENTS: EXCLUSIVE & LIMITED OFFERS AVAILABLE ON OUR SNAPCHAT FOLLOW US @LOUD20</strong></u></em><u></u></p> <p><em><u><strong>PARKING LOT OPEN AT ALL TIMES:</strong><strong> 🎀  𝒫𝒰𝐿𝐿 𝒰𝒫  🎀</strong></u></em></p> <p> </p> <p>💲🌷𝔸𝕋𝕄 𝔸𝕍𝔸𝕀𝕃𝔸𝔹𝕃𝔼 💲🌷</p> <p>*MILITARY DISCOUNT AVAILABLE {{WITH VA CARD, ONLY}}</p> <p><strong>IMPORTANT MESSAGE: </strong>WE DO NOT ACCEPT FIRST TIME PATIENTS AFTER &gt;&gt;&gt;&gt; 𝟙:𝟝𝟘𝔸𝕄 &lt;&lt;&lt;&lt;&lt;</p> <p><br><u>✋𝓕𝓘𝓡𝓢𝓣 𝓣𝓘𝓜𝓔 𝓟𝓐𝓣𝓘𝓔𝓝𝓣𝓢</u> RECIEVE A FREE GRAM W/ ANY 3.5G DONATION!! OR RECEIVE .5G EXTRA ON ANYTHING LESS THAN AN 3.5G DONATION! PLUS 10% OFF ALL CONCENTRATE AND EDIBLES!</p> <p>★RETURNING PATIENTS★ ● REFER SOMEONE AND RECEIVE A FREE DAB OR A JOINT! IF FTP DONATES 30+ REFERAL ALSO GETS FREE GRAM !!</p> <p>☀ NEW HOURS ☀ 9:00AM - 2:00M SUNDAY-WEDNESDAY & 9:00AM-3AM THURSDAY-SATURDAY</p> <p>☮PROP 64 FRIENDLY☮</p> <p>18+ VALID ID ONLY</p> <p>💙🐾PET FRIENDLY!(: PLEASE BE CONSIDERATE AND PLEASE CLEAN UP AFTER YOUR FURRY FRIENDS (:🐾💙</p> <p>WE PRICE MATCH!!! WE WILL NOW BE PRICE MATCHING OTHER SHOPS ON ALL OF OUR CONCENTRATE AND EDIBLES! IF YOU CAN FIND A LOWER PRICE JUST BRING PROOF BY SHOWING OTHER SHOPS WEEDMAP PRICE AND WE WILL MATCH IT!!</p>",storefront
Vermont 30 Cap,8918 S Vermont Ave,-118.29127,33.955963,California,Los Angeles,90044,4.84388758902917,4.87286324786325,https://weedmaps.com/dispensaries/vermont-30-cap,936,medical,dispensary,"<p>5 GRAMS FOR $20 EVERY DAY!!  </p> <p>_________________________________________</p> <p>❗️ FIRST TIME PATIENTS: ❗️</p> <p>- 5 GRAM EIGHTH</p> <p>OR</p> <p>- 20% OFF NON FLOWER ITEM</p> <p>_________________________________________</p> <p>❗️ REFERRAL DEAL : ❗️</p> <p>- BUY A GRAM, GET A GRAM FOR FREE</p> <p>OR</p> <p>- 20% OFF ANY NON FLOWER ITEM</p> <p> </p> <p>VERMONT 30 CAP LA is here to provide you w/ the best possible customer service along w/ award winning lab tested products. We have a very knowledgeable team of volunteers ready to help you with any needs or questions you may have. COME IN TODAY AND MAKE VERMONT 30 CAP YOUR LAST STOP!</p> <p> </p> <p> </p> <p><strong>*DAILY DEALS!*</strong></p> <p>MONDAY: 10% OFF EDIBLES </p> <p>☘️ TUESDAY: CONNOISSEUR GRAMS ONLY $10! ☘️</p> <p>WEDNESDAY: CHOOSE ANY DEAL! (excludes sundays) </p> <p>THURSDAY: 10% OFF VAPE PRODUCTS </p> <p>⚡️ FRIDAY: HAPPY HOUR ALL DAY! (.5 ON A 8TH OR MORE) ⚡️</p> <p>SATURDAY: 10% OFF ALL WAX </p> <p>🧨 SUNDAY: FREE GRAM ON 1/8TH AND OVER  🧨  </p> <p>(DEALS MAY NOT BE COMBINED) </p> <p>10 FREE JOINTS W/A DONATION OF 30 OR MORE.</p> <p> </p> <p>********DAILY DEALS ARE SUBJECT TO CHANGE********</p> <p> </p> <p><strong>*HAPPY HOURS!*</strong></p> <p>4 GRAM EIGHTHS DURING:</p> <p>8:00AM-10:00AM</p> <p>2:00PM-4:20PM</p> <p> </p> <p> </p> <p><strong>FIRST TIME VISTING</strong></p> <p>21+ MUST HAVE ORIGINAL IDENTIFYING DOCUMENTATION.</p> <p>First time patient cut off time is 11:45 pm. </p> <p><strong>RETURNING PATIENTS </strong></p> <p>PLEASE BRING proper current Valid state ID or PASSPORT</p> <p>Returning patient cut off time is 11:59 pm.</p> <p>-----------------</p> <p> </p> <p>**<strong>NOW HIRING, ENTHUSIASTIC AND ETHICAL BUDTENDERS/RECEPTIONIST</strong>** Please send your resume and two current pictures of yourself to VERMONT30CAP@GMAIL.COM for consideration. </p>",storefront
Dr. GT LA,847 W Florence Ave,-118.288895,33.974853,California,Los Angeles,90044,4.82002862934058,4.8545988258317,https://weedmaps.com/dispensaries/dr-greenthumb-la,1022,medical,dispensary,"<p>WELCOME TO DR.GTLA! $30 CAP FOR OUR BEST! ALL DAY EVERYDAY! HERE AT DR.GTLA WE STRIVE TO PROVIDE EXCELLENT CUSTOMER SERVICE AND THE BEST QUALITY MEDICINE FOR THE BEST DONATION. ""...HIDDEN GEM OF LOS ANGELES."" WE ARE ALL FAMILY HERE AT DR.GTLA!</p>",storefront
KUSHLAND,8459 S Broadway,-118.27863,33.961571,CA,South Los Angeles,90003,4.81088825393205,4.84630404463041,https://weedmaps.com/dispensaries/kush-land,1434,medical,dispensary,"<p>WELCOME TO KUSHLAND!</p> <p>We are a recreational and medical dispensary that carries Top Shelf, Private Reserve, and Exotic strains. We also carry many leading cannabis brands like Brass Knuckles, Pure Vape, and Korova, and have a wide range of wax, shatter, crumble, rosin, & kief as well. We are open 7 days a week from 7am to 12am, and 1am on the weekends.</p> <p> </p>",storefront
RX XCLUSIVE,7206 Parmelee Ave,-118.249711,33.974445,California,LOS ANGELES,90001,4.79377641606426,4.82863113897597,https://weedmaps.com/dispensaries/rx-exclusive,957,medical,dispensary,"<p> </p> <p>WELCOME TO RXXCLUSIVE! $30 CAP FOR OUR BEST! ALL DAY EVERYDAY! HERE AT RXXCLUSIVE WE STRIVE TO PROVIDE EXCELLENT CUSTOMER SERVICE AND THE BEST QUALITY MEDICINE FOR THE BEST DONATION. ""...HIDDEN GEM OF LOS ANGELES."" WE ARE ALL FAMILY HERE AT  RXXCLUSIVE!!</p>",storefront
20 COLLECTIVE,1789 Firestone Blvd,-118.240531,33.960331,CA,Los Angeles,90001,4.741029156618598,4.79245283018868,https://weedmaps.com/dispensaries/green-stock-20,424,medical,dispensary,"<p><strong> </strong>*ANNOUNCEMENT*</p> <p>•$1 DABS ALL DAY!!! (WHILE SUPPLIES LAST)</p> <p>•4G 1/8TH FOR $35 OF SUPREME ALL DAY!  </p> <p> </p> <p><strong>DEAL OF THE DAY:</strong></p> <p class=""p2""> </p> <p class=""p1"">•WAX WEDNESDAY</p> <p class=""p1"">BUY ANY WAX PRODUCTS FOR 20% OFF!!!</p> <p class=""p1"">(CRUMBLE, SHATTER, SAUCE, LIVE RESIN)</p> <p class=""p1"">(DOES NOT INCLUDE VAPES)</p> <p class=""p1""> </p> <p>COME ON BY AND DONT FORGET ABOUT OUR HAPPY HOURS!</p> <p>LIMIT 1 PER PERSON (WHILE SUPPLIES LAST)</p> <p>MONDAY - SUNDAY 9AM- 12:00 (last patient call at 11:50pm) ☮PROP 64 FRIENDLY☮ 21+ VALID ID ONLY 18-20 VALID REC & VALID CA ID<u></u></p> <p><strong>**ON THE CORNER OF FIRESTONE BLVD AND HOLMES AVE. ENTRANCE IS ON THE SIDE DOOR**</strong></p> <p>DANKEST FLOWER IN YOUR CITY WITH GREAT PRICES</p> <p>FTP GET THE CHOICE OF ONE OF OUR DAILY DEALS, AND A FREE HOUSE JOINT OR DAB!</p> <p>**REFERRALS**</p> <p>BRING A FRIEND AND GET A FREE JOINT OR DAB</p> <p>HAPPY HOURS:</p> <p>EARLY BIRDS 9AM-10AM, 4:20-5:20PM & 11PM-12PM - GET A FREE JOINT OR DAB WITH ANY DONATION (LIMIT 1X) </p> <p> </p> <p>ALSSSSSO NEW COMBO DEAL ""4X4"" !!!!</p> <p> </p> <p>PURCHASE 4G OF FLOWER WITH 4G MOONROCKS FOR 50$ !!!!!! DEAAALSSSSS<u></u></p> <p> </p> <p>HOUSE SPECIAL</p> <p>*1G FLOWER PR  & 1G MOONROCK FOR ONLY 15!!</p> <p>*1G FLOWER PR & 1/2 HOUSE SHATTER FOR ONLY 15!!</p> <p>*BUY A STIIIZY POD AND RECEIVE 1G OF P.R FOR ONLY 5!!</p> <p>*BUY ANY STIIIZY PRODUCT AND RECEIVE 5G OF P.R FOR ONLY 25!!</p> <p>*BUY 2 NAKED/STTIIZY PRE-ROLLS GET 1 FREE</p> <p>*GOOD TIMES CHIPS, GOOD TIMES CANDIES, CEREAL BARS BUY ONE GET SECOND ONE FOR FREE!</p> <p>*10% OFF ALL BAKERS PRODUCTS!!</p> <p>*4x4 4G OF PR + 4G HOUSE MOONROCK 55!!</p>",storefront
Oasis Caregivers 20 Cap,10216 Budlong Ave.,-118.295991,33.943633,CA,Los Angeles,90044,4.665714451234575,4.75355648535565,https://weedmaps.com/dispensaries/oasis-caregivers-20-cap,478,medical,dispensary,<p>UNDER NEW MANAGEMENT! NEW DAILY DEALS AND $20 EIGHTHS ALL DAY THAT'S FIRE!! </p> <p> </p>,storefront
LA Treehouse,1216 West Florence Ave,-118.29693,33.974322,California,Los Angeles,90044,4.538556231711652,4.75675675675676,https://weedmaps.com/dispensaries/la-treehouse,111,medical,dispensary,"<p><strong>BEST DEALS</strong> in South Los Angeles. Check our selections.</p> <p>Giving you the top <strong>Premium Indoor Flower</strong> ALL DAY EVERYDAY. </p> <p>Get a <strong>FREE DAB</strong> on us, whenever you catch any of our specials listed below:</p> <p>* 3.5G gram 8ths for $20</p> <p>* Punch Berry Ounces spcecial 1/2 Oz for $60 // 1 Oz for $100**</p> <p>* TOP SHELF OG Shake: 7 grams for $25</p> <p> </p> <p>----- First Time Patient Deal -----</p> <p>- 1 <strong>FREE Premium OG Joint</strong> w/ Referral </p>",storefront
Green Temple,7416 S Central Ave.,-118.256251,33.972778,California,Los Angeles,90001,4.46471181727612,4.7027027027027,https://weedmaps.com/dispensaries/green-temple-compton,111,medical,dispensary,"<p><strong>Welcome to</strong> <strong>Green Temple, </strong></p> <p><strong>NEWEST SHOP AROUND NOW OPEN!!</strong></p> <p><strong>INSIDE THE LIQUOR BANK PLAZA NEXT TO BARBER SHOP </strong></p> <p><strong>18+ Rec and ID</strong></p> <p><strong>21+ ID</strong></p> <p>Grape Ape Light dep special 4g $15 8g $30</p> <p><strong>PROP 64 / PROP 215 </strong></p> <p><strong>*House Special Everyday : </strong><strong>1g 2020Moonrocks + 1g Cartridge + Exclusive 1/8th $50 </strong></p> <p><strong>*EXCLUSIVE STRAINS NOW STARTING AT $20 1/8THS </strong></p> <p><strong>*HAPPY HOUR 8:00PM-10:00PM PICK ANY DAILY DEAL</strong></p> <p><strong>*Exclusive prerolls all day $3</strong></p> <p>from 10:00pm to 11:00pm </p> <p>All of our strains are INDOOR quality grown.</p> <p><strong>*Munchie Monday*</strong></p> <p>Bogo all edibles purchase 1 get 1 50% off </p> <p><strong>*Stiiizy Tuesday*</strong></p> <p>Get 2 .5g stiiizy products for $50 or 4 for $100</p> <p><strong>*DANKY Wednesday *</strong></p> <p>$20 off any ounce </p> <p>(Ounces on special not included)</p> <p><strong>*Thirsty Thursday *</strong></p> <p>All non-psychoactive water $5 (Pure CBD)</p> <p>All lemonade, tinctures, water, purchase 1 get 1 50% off</p> <p><strong>* Double up Friday* </strong></p> <p>Get 1 1/8th and get 2nd 1/8  $5 off. </p> <p><strong>*Shatter day* </strong></p> <p>All shatter 20% off </p> <p><strong>* Blessed Sunday*</strong> </p> <p>Pick any deal. </p> <p><strong>HOUSE COMBO 1G 2020 MOONROCKS + 1G PR $20 ALL DAY </strong></p> <p><strong>5G SPECIALS ALL DAY ON SELECTED STRAINS </strong></p> <p>ALL DAY OZ. SPECIALS FOR TEMPLE MEMBERS.  </p> <p><strong>If you can't find us please give us a call</strong>.</p> <p> </p>",storefront
