business name,address,longitude,latitude,state,city,zip_code,ranking,rating,web_url,reviews_count,license type,type,intro_body,retailer_services
BEST OF BUDDHA,7923 Duchess Drive,-118.070748,33.972388,CA,Whittier,90606,4.73166447087488,4.76625239005736,https://weedmaps.com/dispensaries/best-of-the-best,2092,medical,dispensary,"<p>NO DABS </p> <p>FOR SELL AT THE MOMENT. </p> <p>RIG IS AVAILABLE FOR USE.</p> <p>WE APLOGIZE FOR THE INCONVINCE.</p> <p>-B.O.B FAM</p> <p>____________</p> <p> </p> <p>BOB’S EVENTS THIS MONTH [SEP.] !</p> <p>BOB’S E V E N T’S FOR SEPTEMBER.</p> <p>SEP. 20TH | GOLDEN TICKET HIDING @8PM ON OUR SNAPCHAT</p> <p>09/20: 2 YEAR ANNIVERSARY ~ PATIENT APPRECIATION  </p> <p>FREE GOODIES, DEALS, BOGOS, RAFFLES  & MORE!! **DON'T MISS OUT ON THE FUN!**</p> <p>*****RAFFLE WINNERS ANNOUNCED AT  4:20*****</p> <p>[WILL CALL WINNER AND HOLD PRIZE FOR 24 HOURS]</p> <p>INSTA: @BUDDHADRAGON90606 // SHOP-SNAPCHAT: @BESTOFBUDDHA</p> <p> </p> <p>FREE DAB  → 5 STAR* REVIEW ON WEEDMAPS [MUST SHOW MED-TENDER].</p> <p>_________________________________________________________________</p> <p> </p> <p>FOLLOW ALL OUR SOCIAL MEDIA TO KEEP UPDATED ON NEW PRODUCTS AND EXCLUSIVE DEALS:</p> <p>SNAPCHAT : @BESTOFBUDDHA</p> <p>FOR ALL DELIVERIES SERVICES MESSAGE US: @BUDHHAEXPRESS</p> <p>INSTAGRAM: @BUDDHADRAGON90606</p> <p>$2 RAFFLE EVERY FRIDAY AT 4:20PM -ASK YOUR MEDTENDER FOR MORE DETAILS</p> <p>_____________________________________________</p> <p>Check out Best of Buddha Whittier on Yelp</p> <p>https://www.yelp.com/biz/best-of-buddha-whittier-whittier?osq=best+of+buddha</p> <p>LEAVE A REVIEW + CHECK IN ON YELP = RECIEVE A FREE JOINT ON US!</p> <p>_____________________________________________________________________</p> <p>WE ARE HIRING!</p> <p>PLEASE SEND TO OUR EMAIL: BESTOFTHEBESTFAMILIA@GMAIL.COM</p> <p>A PHOTO COPY OF:</p> <p>REC. / ID / 3 PICS OF YOURSELF</p> <p>AS WELL AS RESUME. THANK YOU! </p> <p>**NO EXPERIANCE NEEDED** **MUST BE READY TO HANDLE CRAZY HOURS.**</p> <p>______________________________________________________________________________</p> <p>HAPPY HOUR:  9AM-10AM/4:20PM - 5:20PM/1AM-2AM (SUNDAY-THURSDAY) & 2AM-3AM (FRIDAY & SATURDAY)</p> <p> $10 GRAMS ALL SHELVES!</p> <p>$5 OFF 1G WAX ($25+)</p> <p>$5 OFF CARTRIDGES ($25+)</p> <p>____________________________________________________________________________</p> <p><strong> </strong>**W E E K L Y DEALS**</p> <p>MONDAY: PICK ANY DEAL OF THE WEEK [1 PER PERSON]</p> <p>TUESDAY: BUY 3 GET 1 FREE ALL $10 EDIBLES [CAN STACK]</p> <p>WEDNESDAY: $5 OFF ANY GRAM OF WAX $30+ / $10 OFF ANY $70+ GRAM OF WAX [CAN’T STACK]</p> <p>THURSDAY: $5 OFF 1 CART. $25+ / $5 OFF 6+ CARTS $25+</p> <p>FRIDAY: 8 GRAMS FOR $75</p> <p>SHELF DURING HAPPY HOUR ONLY]</p> <p>SATURDAY: $5 OFF ANY $30 GRAM OF WAX, $10 OFF ANY $70+ GRAM OF WAX, BUY 4+ OF ANY</p> <p>LIVE RESIN (+$70)= $10 OFF EACH GRAM</p> <p>SUNDAY: RECEIVE $2 OFF ALL $10+ EDIBLES [CAN STACK]</p> <p>_______________________________________________________________________</p> <p>~ TWIST IT UP THURSDAY 09/19/19 ~</p> <p>DEALS OF THE DAY:</p> <p> </p> <p>[ $5 OFF 1 CART $25+ ] [ $5 OFF 5+ CARTS $25+ ]</p> <p> </p> <p>C A R T R I D G E  D E A L S</p> <p>** [WHILE SUPPLIES LAST]** **[CAN NOT STACK DEALS]**</p> <p>BUY A CART + BATTERY [ANY] = $7 OFF</p> <p>2G &gt; $110 OR  3G &gt; $155 | PLUG N PLAY</p> <p>2 &gt; $90 | BRASS KNUCKLES</p> <p>2 &gt; $ 85 | HEAVY HITTER CARTS</p> <p>2 &gt; $50 | STIIIZY .5G CARTS </p> <p>2 &gt; $90 | STIIIZY 1G CARTS</p> <p>2 &gt; $90 |  ROVE 1G CARTS</p> <p>2 &gt; $50 OR 3 &gt; $75 | DABWOOD 1G CARTS</p> <p>2 &gt; $105 | M2 GENETICS CARTS</p> <p> B U N D L E  D  E A  L S          </p> <p>BUNDLE DEAL #1: 1G [$20] WAX + $40 CART = $50</p> <p>BUNDLE DEAL#2: 1G [$30] WAX + $60 CART = $80</p> <p><strong> </strong></p> <p>P R E R O L L S  D E A  L S</p> <p>2&gt; $25 OR 5 &gt; $50 :  ALL $15 PREROLLS</p> <p>2 &gt; $30 OR 3 FOR  $45 : M2 JOINTS</p> <p>2 &gt; $50 : M2 BLUNTS</p> <p> </p> <p> BOB’S EVENTS THIS MONTH [SEPTEMBER]</p> <p>SEP. 03TH | GOLDEN TICKET HIDING @8PM ON OUR SNAPCHAT</p> <p>SEP. 20TH | PATIENT APPRECIATION DAY: 2 YEAR ANNI !!!</p> <p> DOGO PREROLLS / FLOWER DEALS / MEDICATED DRINKS / RAFFLES /   +MORE !! DON’T MISS OUT! </p> <p>ALL DELIVERIES SEND TO - SNAPCHAT: @BUDDHAEXPRESS</p> <p>SHOP-SNAPCHAT: @BESTOFBUDDHA</p> <p> </p> <p>_________________________________________________________________</p> <p>ES’SPOOKY PARTY @ BEST OF BUDDHA: </p> <p>FRIDAY</p> <p>09-20-19</p> <p>7G = $60 / 10G = $85 / 28G = $245 : ON EX. SHLF </p> <p>10G FOR $60 / 28G = $200 : ON P.R SHLF</p> <p>**FREE PIZZA @4:20PM- WHEN DONE </p> <p>**MEDICATED AQUA FRESCAS @4:20PM- WHEN DONE</p> <p>-----------------</p> <p>**FREE GRAM FOR THE FIRST 25 PEOPLE</p> <p>**FIRST 25 PEOPLE $10 OFF ORDER [IF SPENDING $40+]  </p> <p>[IN SHOP AT 9AM - ANY EX. SHELF STRAIN]</p> <p>-------------------------------</p> <p>**FIRST 25 PEOPLE  DURING HAPPY HOUR : </p> <p>-RECEIVE FREE HOUSE JOINT + 40MG EDIBLE </p> <p> </p> <p>-$10 OFF WHOLE ORDER AFTER SPENDING $50</p> <p> B U N D L E   D E A L S:</p> <p>$35:   [1G] $20 WAX + 2G EX. SHELF</p> <p>$45:   [1G] $20 WAX + 3.5G EX. SHELF  </p> <p>$60:   3.5G EX. SHELF + $15 PRE-ROLL + $20 1G WAX</p> <p>$65:   4.G EX. SHELF + [2] $10 EDIBLES + [1G] $20 WAX</p> <p>$140: 16G EX. SHELF  + [1] KUSHY PUNCH </p> <p>$160: 14G EX. SHELF + [1] KUSH PUNCH + [1] $20G W<br></p> <p><strong><br><br><br></strong></p> <p>$2 RAFFLE | WINNER : ANNOUNCED EVERY FRIDAY FROM 4:20-7:10PM </p> <p>[WILL CALL WINNER AND HOLD PRIZE FOR 24 HOURS] <br></p> <p><strong> </strong></p> <p>WAX:</p> <p>2G &gt; $45 | ALL [$30 1G] WAX</p> <p>4G &gt; $85 | ALL [$30 1G] WAX</p> <p>2G &gt; $30 | ALL [$20 1G] WAX</p> <p>4G &gt; $55 | ALL [$20 1G] WAX  </p> <p>4G &gt; $95 | M2 TRIM RUN WAX 1G</p> <p><strong> </strong></p> <p>MOONROCKS:</p> <p>-7G &gt; $55 / 2G &gt; $25</p> <p><strong><br><br></strong></p> <p> EDIBLES:</p> <p>-BUY 3 GET 1 FREE ALL $10 & $12</p> <p>-3 &gt; $30 | BUDDHA’S BEST EDIBLES</p> <p>-$2 OFF 250 G-FARMA LEMONADES</p> <p>-$3 OFF BUDDHAS BEST 1,000MG</p> <p> </p> <p>-$5 OFF CBD DAY DREAMERS</p> <p>BOB’S EVENTS THIS MONTH [SEPTEMBER.] !</p> <p>1.  SEP. 20TH | GOLDEN TICKET HIDING @8PM ON OUR SNAPCHAT</p> <p> </p> <p>HAPPY 2 YEAR ANNIVERSARY BEST OF BUDDHA !! </p> <p> </p>",storefront
99 High Tide - Malibu,22775 Pacific Coast Highway,-118.671821,34.039469,California,Malibu,90265,4.67943565586553,4.76163265306123,https://weedmaps.com/dispensaries/99-high-tide-collective,245,hybrid,dispensary,"<p>WE ARE A LICENSED ADULT USE & MEDICAL, FULLY COMPLIANT RETAIL SHOP OPERATING LEGALLY WITH LOCAL & STATE REGULATIONS!!</p> <p>Save on the additional LA City tax by shopping in Malibu! </p> <p>High Tidings! Welcome to Malibu's premiere dispensary. Located just past Nobu, across from the SoHo House and above Zuma Jay's surf shop. We carry the highest quality top-shelf organic strains, smoking/vaping accessories, concentrates and a extensive selection of edibles, including organic vegan and gluten free options. Not only do we carry Malibu's finest medicine, but we also hold space as a transformational boutique, carrying Malibu locally created art, crystals, healing elixirs, visionary art, fashion, superfood products and other higher consciousness products. We also offer complimentary sound healing, breath work and Reiki for our patients in our healing cove.</p>",storefront
Hollywood House of Herbs 20 Cap,5011 lankershim blvd,-118.372832,34.161159,California,north hollywood,91601,4.67209678237037,4.69811320754717,https://weedmaps.com/dispensaries/hollywood-house-of-bogo-collective,1166,medical,dispensary,"<p>🤩 WELCOME TO HOLLYWOOD HOUSE OF HERBS 🤩</p> <p>FREE GRAM WITH $20+ DONATION FOR OUR FIRST TIMERS!</p> <p>REFERRAL RECEIVES FREE GRAM IF FRIEND SPENDS $30+!!!</p> <p>MAKE US YOUR NEW HOME, AMAZING DEALS 24/7! PRICES CUT IN HALF! </p> <p>PROP 64 COMPLIANT!!!</p> <p>AGES PERMITTED WITH VALID, GOV. ISSUED ID: 21+ | 18+ (w/ A VALID REC ID)</p> <p> </p> <p>PLEASE CALL FOR MORE CURRENT AVAILABILITY.</p> <p> </p> <p>DONT MISS OUR HAPPY HOUR 10-11 AM & PM! ALSO 4:20PM-5:20PM!<u></u></p> <p><u>RECIEVE A FREE JOINT/DAB!!!! DEALS ON P.R. AND EXCLUSIVE SHELVES!!!</u></p> <p> </p>",storefront
WEED - Wellness Earth Energy Dispensary Powered by Project Cannabis,11557 Ventura Blvd.,-118.38341,34.139865,CA,Studio City,91604,4.65116214528737,4.67805212620028,https://weedmaps.com/dispensaries/concentrate-leader,1458,recreational,dispensary,"<p> </p> <p>Now accepting adult-use patients, 21+ with valid ID! Accepting debit. We have an ATM on site.</p> <p>Welcome to the Wellness Earth Energy Dispensary, where we dispense earth energy for our patients' wellness. As a first class Medical Marijuana Clinic, centrally located in Studio City, we provide our patients with the highest quality medical marijuana as well as a tremendous amount of compassion. We take pride in everything we do, from our quality of meds to our accomodating and informative staff. Together, we can help find you the right meds for each of your special needs. </p> <p> </p> <p> </p>",storefront
Happy Leaf Collective,2131 Westwood Blvd,-118.432401,34.044288,CA,Los Angeles,90025,4.65099683882705,4.71568894952251,https://weedmaps.com/dispensaries/happy-leaf-la,733,hybrid,dispensary,<p>10% OFF FOR NEW CUSTOMERS. ALL TAXES INCLUDED IN OUR MENU PRICES.</p> <p>WE ARE BOTH RECREATIONAL & MEDICAL.</p> <p>RECREATIONAL: PLEASE PRESENT A STATE COMPLIANT VALID ID OR PASSPORT SHOWING PROOF OF YOUR AGE BEING 21+.</p> <p>MEDICAL: YOU MUST PRESENT VALID MEDICAL RECOMMENDATION (NOT PHOTOCOPIES) & VALID ID EACH TIME.</p> <p> </p> <p> </p>,storefront
CBD Greens,985 W Holt Ave,-117.766564,34.062156,California,Pomona,91768,4.616902586870034,4.72425249169435,https://weedmaps.com/dispensaries/cbd-greens,301,medical,dispensary,"<p><strong>!!!!** MEDICAL AND RECREATIONAL **!!!!!</strong></p> <p> </p> <p><strong>ALL VETERANS 10% (up to $20) OFF TOTAL DONATIONS only valid with a government issued veterans ID. NO exceptions.</strong></p> <p><strong>** DAILY DEALS ** </strong></p> <p><strong>MONDAY: </strong>5G MOONROCKS $35</p> <p><strong>TUESDAY: </strong>4G TOP SHELF $30</p> <p><strong>WEDNESDAY: </strong>$20 OFF ANY OUNCE </p> <p><strong>THURSDAY: </strong>4G PRIVATE RESERVE $35</p> <p><strong>FRIDAY: </strong>4G EXCLUSIVE $40</p> <p><strong>SATURDAY: </strong>$5 OFF XXX NUG RUN, AU EXTRACTS, ANY GRAM CARTRIDGE  </p> <p><strong>SUNDAY: PICK ANY DEAL </strong></p> <p><strong>* COMBOS *</strong></p> <p><strong>#1 - </strong>2G Private Reserve + 1 Clear Cone $30</p> <p><strong>#2 -</strong> 2G Exclusive + 1g Premium Shatter $35</p> <p><strong>#3 -</strong> 3G Top Shelf + 1g Moonrock $30</p> <p><strong>#4 - </strong>2G Private Reserve + 1 Syringe $40</p> <p><strong>#5 </strong>5G Private Reserve + 2g Moonrock $60</p> <p><strong>#6 </strong>4G Exclusive + 1g Moonrock $45</p> <p><strong>* HAPPY HOUR *</strong></p> <p><strong>4:20pm - 7:10pm</strong></p> <p><strong>-</strong> $8 MOONROCKS </p> <p><strong>-</strong> 4.5 1/8THS ALL SHELVES </p>",storefront
Casa De Flor,1630 Potrero Grande Dr,-118.097718,34.048468,California,Rosemead,91770,4.586820132598858,4.65962732919255,https://weedmaps.com/dispensaries/casa-de-flor,805,medical,dispensary,<p><strong>**EVERYONES FAVORITE SHOP IN TOWN**</strong></p> <p><strong>1630 POTRERO GRANDE DR. ROSEMEAD CA 91770</strong></p> <p> </p> <p><strong>ALL VIP STRAINS WILL BE EXCLUSIVE PRICES TODAY!! </strong></p> <p><strong> ASK ABOUT OUR BASKETBALL GAME FOR A CHANCE TO WIN A PRIZE </strong></p> <p>FTP RECIEVE 10 FREE JOINTS and SO MANY MORE GOODIES!</p> <p>VARIETY OF EDIBLES & CARTIDGES !</p> <p>ALL TAXES INCLUDED </p> <p>ATM INSIDE </p> <p>DONATE +50 OR MORE TO SPIN THE WHEEL WIN PRIZE</p> <p>DONATE +100 OR MORE  FREE GRAM OR FREE GIFT</p> <p>-FREE DAB OR JOINT WITH EVERY DONATION -</p> <p>PROP 215 & PROP 64 COMPLIANT</p> <p>21+ VALID ID @ ALL TIMES </p> <p>ANYONE UNDER 21 MUST HAVE ORIGINAL REC & VALID ID @ ALL TIMES </p> <p>**FREE OG JOINT ON YOUR BDAY * </p> <p>REFER A FRIEND FOR A FREE GRAM ( <strong>min donation $25</strong> )</p> <p> </p>,storefront
G-Spot 25 Cap Collective,4311 E Compton Blvd,-118.195132,33.896334,California,Compton,90221,4.5632491064696,4.64144736842105,https://weedmaps.com/dispensaries/g-spot-25-cap-collective-2,608,medical,dispensary,<p>PROP 64 FRIENDLY! </p> <p> </p> <p>21+ W/ VAILD ID</p> <p> </p> <p>UNDER 21 W/ VAILD REC & ID</p> <p>  </p> <p>CUT OFF FOR FTP IS 11:30 PM!</p> <p>RETURNING IS 11:45 PM!</p>,storefront
LAXCC 21+,8332 Lincoln Blvd.,-118.420744,33.961924,California,Los Angeles,90045,4.541659641186162,4.56380597014926,https://weedmaps.com/dispensaries/premium-pacific,1072,hybrid,dispensary,,storefront
TALLY CANNABIS,1150 ARROW HIGHWAY,-117.924785,34.10719,California,AZUSA,91702,4.52112652579271,4.59568181818182,https://weedmaps.com/dispensaries/tally-cannabis,880,medical,dispensary,<p><strong>SALUTE TO ALL OUR LOYAL MEMBERS THAT HAVE BEEN DOWN WITH TALLY SINCE DAY 1. THANK YOU FOR THE CONTINUED SUPPORT AND LOVE.</strong></p> <p><strong>OPEN 24 HOURS</strong></p> <p><strong>__DAILY SPECIALS__</strong></p> <p> </p> <p><strong>S U N D A Y :  MEMBER APPRECIATION DAY (CHOICE OF ANY DAILY SPECIAL)</strong></p> <p> </p> <p><strong>M O N D A Y :  5$ OFF EDIBLE PURCHASE (20$ minimum)</strong></p> <p> </p> <p><strong>T U E S D A Y :  4 GRAM 1/8ths ON ANY STRAIN</strong></p> <p> </p> <p><strong>W E D N E S D A Y :  5$ OFF HOUSE SHATTER</strong></p> <p> </p> <p><strong>T H U R S D A Y :  $25 / 8th ON OUR EXCLUSIVES !</strong></p> <p> </p> <p><strong>F R I D A Y : 30$ / 8th ON OUR EXOTICS!</strong></p> <p> </p> <p><strong>S A T U R D A Y :  $5 OFF ANY FULL GRAM CART!</strong></p>,storefront
